id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
30812846,"New, Lovely Studio in Long Island City",159026666,Jerry,Queens,Long Island City,40.74774,-73.939,Entire home/apt,199,7,0,2019-06-23,0.72,1,0
30815097,Entire 1BR APT in historic Clinton Hill Brownstone,3636827,Kyle,Brooklyn,Clinton Hill,40.68246,-73.9643,Entire home/apt,195,2,2,2019-05-19,0.31,1,44
30816604,Sweet South Slope Garden Apartment,3312111,Elsie,Brooklyn,South Slope,40.66146,-73.98371,Entire home/apt,150,2,3,2019-01-07,0.47,1,34
30817133,"Spacious, Mid-Century Studio in Downtown Brooklyn!",1992020,Brandon,Brooklyn,Fort Greene,40.6874,-73.97973,Entire home/apt,199,5,2,2019-05-06,0.32,1,0
30817424,Cozy Astoria Getaway!,230528448,Katie,Queens,Ditmars Steinway,40.77651,-73.91281,Private room,40,1,3,2019-02-02,0.48,1,0
30819021,Your 1BR home in Murray Hill!,41955015,Angeles,Manhattan,Murray Hill,40.74719,-73.97478,Entire home/apt,150,1,2,2019-01-07,0.32,1,0
30819919,Charming Hideout by the East River,63419128,Noah,Manhattan,Stuyvesant Town,40.73284,-73.97635,Private room,120,3,2,2019-01-19,0.32,1,0
30820590,Sun-Soaked Historic Brownstone Apartment,4408261,Peter,Brooklyn,Bedford-Stuyvesant,40.68191,-73.95812,Entire home/apt,130,3,1,2019-01-02,0.16,1,0
30821795,UES Bliss,2793924,Tommy,Manhattan,Upper East Side,40.76909,-73.95479,Entire home/apt,140,4,4,2019-05-01,0.65,1,5
30823061,2BED in Williamsburg With Private Patio!,11061595,Emilie,Brooklyn,Williamsburg,40.70709,-73.9506,Entire home/apt,250,3,2,2019-05-27,0.31,1,10
30823647,"Quaint, Artsy 1BD in Greenpoint",147256857,Samantha,Brooklyn,Greenpoint,40.7258,-73.94426,Private room,120,4,0,2019-06-23,0.72,1,0
30826777,"LIC网红楼Jackson Park沙发客厅 
Luxury apartment livingrm",204006071,呈刚,Queens,Long Island City,40.74751,-73.93744,Private room,45,3,4,2019-06-07,0.68,1,0
30848952,Cozy private room in the Upcoming Bronx,230646296,Cesar,Bronx,Concourse Village,40.83311,-73.9116,Private room,34,2,2,2018-12-26,0.29,1,0
30850027,"New York, private gorgeous bedroom!",86078173,Gina,Brooklyn,Williamsburg,40.7077,-73.93855,Private room,85,5,2,2019-06-27,0.32,1,25
30850215,wheelchair accessible apt near Columbia University,230653775,Jane,Manhattan,Morningside Heights,40.80672,-73.96547,Entire home/apt,150,4,2,2019-05-23,0.55,1,0
30851988,Gorgeous please! Perfect for couple or two friends,111911758,Isaac,Queens,Astoria,40.75796,-73.91347,Private room,70,5,3,2019-06-14,2.43,1,69
30853297,Cozy place one minute from metro,12249166,Tianxia,Queens,Long Island City,40.74906,-73.9385,Private room,340,1,0,2019-06-23,0.72,1,90
30853530,Cute and Cozy Bedroom in Northern Manhattan,21934258,Sonia,Manhattan,Harlem,40.82263,-73.9547,Private room,65,4,8,2019-05-27,1.7,1,0
30853694,Entire Loft with a bedroom and walk-in closet,14276413,Sedef,Brooklyn,Bedford-Stuyvesant,40.69066,-73.95922,Entire home/apt,300,2,2,2019-01-01,0.3,1,0
30854157,"Renovated pre-war flat, terrace, & garden",230683611,Melissa,Manhattan,Hell's Kitchen,40.76238,-73.99259,Entire home/apt,180,2,2,2019-02-21,0.32,1,0
30854475,Luxury Brooklyn Stay,69226908,Chassity,Brooklyn,East Flatbush,40.63659,-73.94734,Private room,40,1,15,2019-06-30,2.37,1,90
30857450,Cozy bedroom in Bed-Stuy area!,93520536,Jessenia,Brooklyn,Bedford-Stuyvesant,40.68094,-73.9086,Private room,60,3,9,2019-06-29,1.43,1,20
30857971,Luxury apartment in UES,39548500,Silvio,Manhattan,Upper East Side,40.779,-73.95298,Entire home/apt,300,3,4,2019-02-17,0.65,1,0
30858685,Brooklyn the the way it should be,230712429,Matthew,Brooklyn,Bay Ridge,40.62611,-74.02213,Entire home/apt,90,1,0,2019-06-23,0.72,1,0
30878695,BRIGHT BEAUTIFUL BROWNSTONE IN BROOKLYN,66913051,Amy,Brooklyn,Williamsburg,40.71792,-73.94172,Entire home/apt,160,1,4,2019-01-20,0.59,1,49
30879761,Comfortable Suite/Apartment in Manhattan,25573498,Tong,Manhattan,Morningside Heights,40.80511,-73.96572,Entire home/apt,60,5,4,2019-02-20,0.59,1,0
30881039,Bright and Spacious Brown Stone Apartment,38320446,Alexandra,Brooklyn,Bedford-Stuyvesant,40.68295,-73.93942,Entire home/apt,150,4,0,2019-06-23,0.72,1,18
30882957,Greenpoint Light & Plant filled Apt mins from city,37147077,Ashli,Brooklyn,Greenpoint,40.73787,-73.95281,Entire home/apt,115,3,2,2019-02-18,0.32,1,0
30885937,"Private Bedroom in 5,000 sq ft DoBro Penthouse",79946214,Gopal,Brooklyn,Downtown Brooklyn,40.68887,-73.9829,Private room,109,1,16,2019-06-14,2.53,1,66
30888271,Cozy Cypress Suite Convenient To Train & JFK ×,230801598,JuVita,Brooklyn,Cypress Hills,40.68426,-73.87461,Private room,80,1,10,2019-06-19,1.51,1,32
30888624,"Cozy 2 Bed Room Gramercy, New York",146607158,Jason,Manhattan,Kips Bay,40.73879,-73.98135,Entire home/apt,220,2,1,2018-12-19,0.15,1,0
30898965,Great views of the city,11510329,Angelica,Manhattan,Kips Bay,40.74103,-73.97451,Entire home/apt,180,4,2,2019-03-31,0.56,1,4
30902832,"Private and spacious room, 15 mins to Times Square",3307004,Vikas,Manhattan,Harlem,40.82384,-73.94776,Private room,99,4,2,2019-06-15,0.32,1,24
30903214,Home Away From Home,229306781,Terrioma,Brooklyn,Crown Heights,40.67428,-73.91986,Private room,70,1,2,2018-12-28,0.3,1,73
30903797,Luxury Apartement in Manhattan,42322216,David,Manhattan,Financial District,40.70947,-74.01329,Entire home/apt,250,5,0,2019-06-23,0.72,1,0
30905265,Composer's Atelier in the Heart of Brooklyn,44354001,Silvio,Brooklyn,Bedford-Stuyvesant,40.69018,-73.93118,Private room,38,1,1,2019-01-03,0.16,1,0
30906210,Newly Renovated Doorman Apt. with Great Amenities,10672594,Eduard,Queens,Long Island City,40.74827,-73.94557,Entire home/apt,210,3,1,2019-01-01,0.16,1,0
30907275,Cozy Brooklyn Loft,105221828,Tk,Brooklyn,Bedford-Stuyvesant,40.68124,-73.90797,Private room,60,2,1,2019-04-21,0.38,1,0
30907448,Cozy bedroom with good location,225659661,Mariana,Brooklyn,Williamsburg,40.71528,-73.95033,Private room,120,2,0,2019-06-23,0.72,1,89
30908886,Chic and Lofty Studio Apartment in heart of SoHo,24755227,Mic,Manhattan,SoHo,40.7271,-74.00286,Entire home/apt,109,6,5,2019-07-01,0.84,1,9
30909031,Your 2 bedroom home in Brooklyn.,79355506,Eriola,Brooklyn,Fort Hamilton,40.62113,-74.03037,Entire home/apt,98,5,1,2019-01-01,0.16,1,23
30911300,Charming Quiet Upper East Side Studio!,231007291,Samantha,Manhattan,Upper East Side,40.77382,-73.9535,Entire home/apt,160,2,6,2019-07-01,0.95,1,11
30912539,Spacious Home Centrally located Near Downtown,231015527,Demi,Brooklyn,Prospect Heights,40.68056,-73.97251,Entire home/apt,275,2,5,2019-04-01,0.85,1,0
30913224,"Cozy and Sunny Room Williamsburg, Luxury Building",33771081,Rémy,Brooklyn,Williamsburg,40.70959,-73.94652,Private room,80,3,2,2019-05-08,0.31,1,0
30913799,Spacious bedroom near Central Park/Columbus Circle,87505316,Litri,Manhattan,Upper West Side,40.76927,-73.98477,Private room,90,3,5,2019-05-03,0.77,1,1
30914075,Room in big and light Prospect Heights apartment,16333280,Hanna,Brooklyn,Prospect Heights,40.67452,-73.96618,Private room,55,2,4,2019-05-12,0.65,1,0
30923312,700sf One Bedroom Loft in the Clouds,30214050,Alexandra,Brooklyn,Williamsburg,40.7131,-73.95044,Entire home/apt,125,5,1,2019-01-02,0.16,1,0
30929071,Stylish 2 Bedroom in Brooklyn + A Cat,231123296,Colleen,Brooklyn,Bedford-Stuyvesant,40.6952,-73.94412,Entire home/apt,175,2,1,2019-01-02,0.16,1,0
30929123,Beautiful furnished bedroom in Crown Heights!!!,53058139,Terence,Brooklyn,Crown Heights,40.6685,-73.95364,Private room,100,5,0,2019-06-23,0.72,1,69
30929887,Spacious private room 15 min from Manhattan,145662625,Alena,Queens,Long Island City,40.76381,-73.93477,Private room,45,3,2,2019-02-17,0.38,1,5
30930863,Spacious Master Bedroom in Harlem,231133484,Nicole,Manhattan,Harlem,40.81963,-73.93879,Private room,50,1,3,2019-01-02,0.47,1,0
30932198,Amazing location in SOHO! Make your visit GREAT!,11286990,Grace,Manhattan,SoHo,40.72725,-74.00288,Entire home/apt,225,2,9,2019-06-30,2.08,1,11
30933535,Chic 2 bedroom just a train ride away from NYC,230517521,Vincent,Queens,Ridgewood,40.69913,-73.90831,Entire home/apt,200,2,1,2019-06-30,1.0,1,0
30933599,Gorgeous Bedroom in spacious Brooklyn apt,17259675,Christine,Brooklyn,Bushwick,40.70018,-73.91573,Private room,60,1,3,2019-03-17,0.48,1,0
30934007,Bohemian getaway in NYC,230009785,Aurelia,Manhattan,Chinatown,40.71581,-73.99056,Entire home/apt,280,2,0,2019-06-23,0.72,1,1
30934838,Prospect Park Family Townhouse,231157284,Cecilia,Brooklyn,Windsor Terrace,40.65463,-73.97536,Entire home/apt,300,2,0,2019-06-23,0.72,1,35
30935446,Private Bedroom next to Times Square,231161473,Lorenzo,Manhattan,Hell's Kitchen,40.76194,-73.99122,Private room,83,2,1,2018-12-23,0.15,1,0
30935520,WEST VILLAGE GEM - LARGE BRIGHT 1BR W/KING BED,6151483,Marc,Manhattan,West Village,40.73693,-74.0023,Entire home/apt,300,4,8,2019-07-01,1.28,1,21
30936253,Upper West Side Spacious Cozy Bedroom,17875227,Reem,Manhattan,Upper West Side,40.79977,-73.96198,Private room,55,5,4,2019-03-17,0.59,1,3
30937306,Hart Street Garden Apartment,34119511,Charles,Brooklyn,Bedford-Stuyvesant,40.69406,-73.93321,Private room,30,2,1,2018-12-23,0.15,1,0
30938001,"Huge 400 sf BR, amazing location",6857284,Hadley,Brooklyn,Prospect Heights,40.6805,-73.97376,Private room,45,2,3,2019-01-30,0.49,1,0
30938616,Charming NYC UpperWest Apartment,38013805,Corina,Manhattan,Upper West Side,40.79737,-73.96217,Entire home/apt,180,3,0,2019-06-23,0.72,1,4
30938769,Bright 1 Bedroom / Columbia & Morningside Heights,88774551,Megan,Manhattan,Morningside Heights,40.81325,-73.96122,Entire home/apt,80,3,1,2018-12-20,0.15,1,0
30939313,Funky sun-filled artist home near Fort Greene Park,129324501,Šara,Brooklyn,Fort Greene,40.68908,-73.97309,Entire home/apt,115,2,1,2019-06-20,1.0,1,16
30939405,Cozy 1 bedroom in Upper East Side,71867363,Sarah,Manhattan,Upper East Side,40.77349,-73.95658,Entire home/apt,235,3,7,2019-06-24,1.14,1,0
30940394,Clean Central Spacious One Bedroom Home,231141701,Oliver,Manhattan,Midtown,40.7506,-73.98882,Entire home/apt,199,1,5,2019-05-09,1.43,1,0
30940780,Waterfront Room with Manhattan View and Balcony,6983558,Ben,Manhattan,Roosevelt Island,40.76358,-73.94761,Private room,150,2,14,2019-07-07,2.25,1,7
30940831,Bohemian 1-bedroom in Williamsburg,77825548,Rafe,Brooklyn,Williamsburg,40.70379,-73.94329,Private room,100,1,1,2018-12-30,0.16,1,0
30941062,Cozy & Clean private bedroom in Columbus Circle.,221591996,Sehwan,Manhattan,Hell's Kitchen,40.76732,-73.98482,Private room,89,5,2,2019-01-09,0.32,1,0
30941744,Simple studio,76388052,Xochilth,Manhattan,Harlem,40.82211,-73.93887,Entire home/apt,85,4,0,2019-06-23,0.72,1,3
30942047,Holiday Get Away,19902999,Jose,Manhattan,Midtown,40.75914,-73.9798,Entire home/apt,150,1,1,2018-12-31,0.16,1,0
30951804,"Serene, Super-Sized Oasis in Bed Stuy",37728210,Alexandra,Brooklyn,Bedford-Stuyvesant,40.68805,-73.92599,Private room,175,2,0,2019-06-23,0.72,1,83
30953535,Artist Apartment in EastVillage,2139368,Alexander,Manhattan,East Village,40.7289,-73.98091,Entire home/apt,175,5,1,2019-01-01,0.16,1,0
30954420,Artistic apartment in the Heart of Manhattan,231298987,Austin,Manhattan,Lower East Side,40.7189,-73.98599,Entire home/apt,200,4,1,2019-03-16,0.26,1,0
30954828,Clean and Cozy 1 Bedroom Apartment in LES,90230216,Ellen Fannie,Manhattan,Lower East Side,40.71966,-73.98184,Entire home/apt,102,2,2,2019-01-01,0.3,1,0
30955422,"HUGE warm sunny room in Clinton Hill, Brooklyn",12012671,Zahava,Brooklyn,Bedford-Stuyvesant,40.69266,-73.96046,Private room,65,5,1,2018-12-19,0.15,1,0
30955962,Fabulous studio apartment 12 mins to Manahattan,116742660,Clinton,Queens,Astoria,40.76837,-73.92007,Entire home/apt,140,4,3,2019-06-03,0.48,1,101
30956743,1BR Park Slope Apt w/ Private Backyard,87859431,Melysa,Brooklyn,Park Slope,40.68087,-73.97871,Entire home/apt,100,2,2,2019-02-17,0.31,1,1
30958452,Great Room in Heart of Williamsburg,14819229,Tim,Brooklyn,Williamsburg,40.71332,-73.95591,Private room,75,4,1,2019-05-13,0.53,1,47
30958853,"Cozy room,25 minutes to Manhattan",32581689,Fnu,Brooklyn,Sunset Park,40.63818,-74.01918,Private room,32,3,1,2019-01-01,0.16,1,0
30960178,Room in AMAZING Williamsburg Apartment!,36213174,Brittney,Brooklyn,Williamsburg,40.70786,-73.95022,Private room,70,5,1,2019-01-02,0.16,1,0
30961345,2-bedroom apartment on the Upper East Side,86534046,Sierra,Manhattan,Upper East Side,40.78228,-73.94715,Entire home/apt,130,1,4,2019-02-17,0.63,1,0
30964065,The Pearl of Midtown Manhattan,79472397,Ilia,Manhattan,Hell's Kitchen,40.75878,-73.99011,Entire home/apt,220,5,7,2019-06-19,1.53,1,22
30964898,Chic Brooklyn Apartment,14100888,Alexandra,Brooklyn,Prospect-Lefferts Gardens,40.66316,-73.95442,Entire home/apt,200,2,15,2019-04-24,2.3,1,0
30965275,Basement in a Gorgeous Brooklyn Brownstone,231370569,Sharyn,Brooklyn,Bedford-Stuyvesant,40.69007,-73.94326,Private room,40,7,13,2019-06-26,2.39,1,93
30968359,Humble abode near Prospect Park,30770117,Chrystin,Brooklyn,Flatbush,40.65114,-73.96333,Entire home/apt,160,3,0,2019-06-23,0.72,1,0
30978169,"Large, sunny, and chic apt in historic Harlem",2279677,Phil,Manhattan,Harlem,40.80709,-73.95363,Private room,99,2,17,2019-07-07,2.54,1,43
30979146,"Classic brick, Ambient lighting Apt Heart of NYC",231456842,Brian,Manhattan,Hell's Kitchen,40.76111,-73.99461,Entire home/apt,139,2,5,2019-05-24,0.79,1,10
30980172,Sunny and Spacious Charmer in S Williamsburg,900055,Dominic,Brooklyn,Williamsburg,40.70917,-73.9658,Entire home/apt,125,3,0,2019-06-23,0.72,1,0
30980752,Sunny home w/ beautiful views,41511227,Joe,Brooklyn,Gowanus,40.66744,-73.99254,Entire home/apt,99,2,1,2019-01-21,0.18,1,0
31002972,"Sunny, Plant-filled Apt in Manhattan’s Chinatown",1602948,Allie,Manhattan,Chinatown,40.71513,-73.99791,Entire home/apt,91,5,2,2019-05-30,0.33,1,1
31016809,Huge Williamsburg Loft,19948445,Megan,Brooklyn,Williamsburg,40.71173,-73.96487,Entire home/apt,220,5,0,2019-06-23,0.72,1,89
31017536,Spacious Beauty 1 Bedroom Apartment,9891348,Adelle,Manhattan,Kips Bay,40.74098,-73.98331,Entire home/apt,130,2,11,2019-07-06,1.76,1,4
31017639,Cozy one-bedroom in Astoria!,227353438,Christina,Queens,Astoria,40.76412,-73.92055,Private room,70,2,1,2019-03-21,0.27,1,0
31018202,Private Room in Bushwick Loft,88221919,Kate,Brooklyn,Williamsburg,40.70326,-73.9336,Private room,40,2,5,2019-04-04,1.3,1,0
31022309,"Amazing View in luxury building, Time Square",90818631,Max,Manhattan,Hell's Kitchen,40.75943,-74.00018,Private room,99,3,6,2019-05-04,1.02,1,5
31022770,1bdr apartment / 2 stops to Manhattan (D/N trains),98522037,Anna,Brooklyn,Sunset Park,40.64929,-74.00422,Entire home/apt,100,2,5,2019-06-05,0.82,1,0
31023868,"Bright, charming Fort Greene studio",108810117,Jaclyn,Brooklyn,Fort Greene,40.68941,-73.98098,Entire home/apt,175,3,4,2019-07-07,0.63,1,9
31025081,Gorgeous NYC Hideout 20min to Times Square,87833104,Konni,Queens,Sunnyside,40.7426,-73.92318,Entire home/apt,85,4,3,2019-03-14,0.56,1,12
31035022,Lovely Bushwick Garden Apartment,48325116,Marcela,Brooklyn,Bushwick,40.69157,-73.91288,Entire home/apt,155,2,1,2019-06-19,1.0,1,10
31038321,Center of Astoria,3369352,Anup,Queens,Ditmars Steinway,40.77594,-73.90799,Private room,55,2,0,2019-06-23,0.72,1,35
31038390,Modern apt near mall and trains. 25 min from city,231831493,Javier,Queens,Elmhurst,40.73162,-73.87584,Entire home/apt,200,1,1,2018-12-22,0.15,1,0
31039784,TWO BIG Rooms - a Park Slope Oasis,15942513,Tom,Brooklyn,South Slope,40.66617,-73.98862,Private room,90,2,15,2019-06-18,2.34,1,91
31041100,Charming studio close to everything,74841734,Christina,Manhattan,Hell's Kitchen,40.76676,-73.98953,Entire home/apt,200,6,2,2019-06-18,1.43,1,11
31042197,Sunny Boutique Condo on Picturesque Harlem Street,231863607,Jerry And Kate,Manhattan,East Harlem,40.80719,-73.94088,Entire home/apt,250,2,10,2019-04-07,1.54,1,0
31043873,Modern cheap huge 1bd apt next to Central Pk & sub,30600933,Helene,Manhattan,Harlem,40.79931,-73.95238,Entire home/apt,149,1,15,2019-06-22,2.43,1,35
31045451,Windsor Terrace Warm Artist Pad Prospect Park,8822878,Oleg,Brooklyn,Windsor Terrace,40.65329,-73.97987,Entire home/apt,250,2,1,2019-06-25,1.0,1,84
31050262,"Come and enjoy ""Brooklyn is the new Manhattan""",231929970,Nusrat,Brooklyn,Bedford-Stuyvesant,40.68004,-73.94083,Private room,55,1,1,2019-01-02,0.16,1,0
31053525,Luxury Bushwick design suite 15 min to Manhattan,34124858,Ana,Brooklyn,Bushwick,40.69975,-73.93865,Private room,60,5,0,2019-06-23,0.72,1,0
31054045,Cozy and Bright Bedroom for One or Two,93317715,Trisha,Queens,Ridgewood,40.7067,-73.91458,Private room,65,4,1,2019-04-26,0.41,1,0
31054566,Perfect location in Manhattan,231971512,Roland,Manhattan,Chelsea,40.7463,-73.9911,Private room,68,1,0,2019-06-23,0.72,1,0
31054975,Exposed Brick One Bedroom in the Heart of Soho,61586251,Zack,Manhattan,Nolita,40.72199,-73.99534,Entire home/apt,165,1,3,2019-06-30,0.46,1,12
31055032,Greenwich Village Prewar off Washington Sq Park!,2623620,Jacob,Manhattan,Greenwich Village,40.72956,-73.9986,Entire home/apt,142,3,3,2019-01-03,0.45,1,0
31055896,Cute/Clean Affordable Room Close To Public Transp.,31247820,Samuel,Manhattan,Washington Heights,40.83845,-73.9412,Private room,75,1,1,2019-01-05,0.16,1,0
31056122,"Private Bath, Private Room 2 blocks from NR trains",6675227,Jason,Brooklyn,Sunset Park,40.65035,-74.00974,Private room,75,2,2,2019-01-14,0.32,1,16
31057394,Cozy bedroom in spacious Crown Heights apartment!,57090879,Aaron,Brooklyn,Crown Heights,40.66527,-73.95729,Private room,60,1,1,2018-12-31,0.16,1,0
31058866,ENTIRE One Bedroom Apt Available 7/21-8/16,23662073,Maxine,Brooklyn,Prospect-Lefferts Gardens,40.66238,-73.95135,Entire home/apt,70,7,0,2019-06-23,0.72,1,14
31058888,LOFT 108,26992810,Mike,Brooklyn,Bushwick,40.69832,-73.93544,Entire home/apt,100,3,12,2019-07-03,1.93,1,12
31060046,Nice place in Brooklyn .,201718939,Leon,Brooklyn,Greenpoint,40.73201,-73.95699,Private room,120,5,0,2019-06-23,0.72,1,77
31062827,Chateau New York!! 2 Bedrooms In BK,90687626,Shari,Brooklyn,Bedford-Stuyvesant,40.67795,-73.92145,Entire home/apt,120,7,1,2019-06-25,1.0,1,68
31064733,Cozy Shared Studio 10 minutes from Times Square!,6367348,Ikenna,Manhattan,Harlem,40.80242,-73.94562,Shared room,60,1,0,2019-06-23,0.72,1,7
31067269,New York - Upper East side cozy appartment,60658041,Armel,Manhattan,Upper East Side,40.77018,-73.95502,Private room,125,3,2,2019-06-18,0.3,1,0
31067660,Cozy private room in Greenwich Village,10803693,Bobby,Manhattan,Greenwich Village,40.72836,-73.99953,Private room,90,7,3,2019-05-05,0.94,1,88
31069444,Sunshine Room in Quiet Greenpoint Apartment,5576749,Paul,Brooklyn,Greenpoint,40.73752,-73.9535,Private room,75,2,9,2019-05-26,1.42,1,0
31071518,Private room in my apartment.,191442758,Naftali,Manhattan,Harlem,40.81425,-73.94549,Private room,28,4,6,2019-04-16,1.05,1,0
31073162,Luxury high floor 1bdrm in prime midtown location!,150723893,David,Manhattan,Midtown,40.75318,-73.98649,Entire home/apt,300,3,0,2019-06-23,0.72,1,0
31076156,长岛豪华公寓单间卧室低价短租交通无敌便利,232169947,辣辣,Queens,Long Island City,40.74779,-73.9382,Private room,60,2,0,2019-06-23,0.72,1,0
31076667,"Luxury Astoria 1BD apt, 15 min from Manhattan",19630705,Eugene,Queens,Long Island City,40.75576,-73.93071,Entire home/apt,70,3,2,2019-03-18,0.32,1,4
31077566,Prime East Village 1BR,1488170,Anish,Manhattan,East Village,40.72435,-73.98715,Entire home/apt,225,5,2,2019-03-10,0.37,1,90
31082026,Elegant 2 bedroom in Chelsea,231465803,Robyn,Manhattan,Chelsea,40.74244,-74.00274,Entire home/apt,300,2,13,2019-07-03,2.57,1,16
31087094,1 bedroom spacious and bright apt near SOHO,169959693,Steven,Manhattan,Chinatown,40.71744,-73.99559,Entire home/apt,189,2,10,2019-06-13,1.59,1,35
31089176,Brooklyn Home,12625165,Jeonghoon,Brooklyn,Bedford-Stuyvesant,40.6916,-73.95961,Private room,42,1,0,2019-06-23,0.72,1,0
31094549,Sunny Bedstuy apartment,2359328,Tega,Brooklyn,Bedford-Stuyvesant,40.69033,-73.94848,Entire home/apt,90,5,1,2019-01-22,0.18,1,1
31098262,1 Bedroom/1 Bath Apt in Hudson Yards/Midtown West,232364825,Kusum&Kannan,Manhattan,Chelsea,40.75286,-73.99693,Entire home/apt,250,1,1,2019-01-01,0.16,1,0
31099129,UES WITH VIEW OF EAST RIVER,232374986,Shelby,Manhattan,East Harlem,40.78591,-73.94234,Private room,70,1,6,2019-01-22,0.95,1,0
31099533,Central Light Filled Studio,202478509,Yana,Manhattan,Hell's Kitchen,40.76101,-73.99431,Entire home/apt,160,4,2,2019-05-15,0.39,1,0
31100244,Private 2BR w/washer/dryer/balcony in Bushwick,95205457,Teddy,Brooklyn,Bushwick,40.69472,-73.92574,Entire home/apt,249,2,6,2019-06-24,0.98,1,0
31101257,East Village Nook,723184,Andrew,Manhattan,East Village,40.7279,-73.97797,Shared room,65,2,0,2019-06-23,0.72,1,0
31101814,Stylish & Spacious Private Room + Bath in Bed-Stuy,229109330,Alejandra,Brooklyn,Bedford-Stuyvesant,40.68441,-73.94632,Private room,100,2,0,2019-06-23,0.72,1,31
31106850,Big Private Room in Manhattan,107362574,Poli,Manhattan,Washington Heights,40.8331,-73.94007,Private room,110,3,0,2019-06-23,0.72,1,89
31111599,Tribeca Treasure,6096884,Juliet,Manhattan,SoHo,40.71973,-74.00232,Entire home/apt,288,3,4,2019-05-09,0.7,1,87
31113620,HUGE queen bed 1 block away from Prospect Park!,29102073,Melissa,Brooklyn,Flatbush,40.65327,-73.96573,Private room,60,5,2,2019-05-27,0.32,1,0
31115149,Yellow submarine,165827975,Galina,Brooklyn,Bedford-Stuyvesant,40.69032,-73.92437,Private room,59,2,0,2019-06-23,0.72,1,10
31115685,Cozy Studio Apartment in the Heart of Williamsburg,17968226,Olivia,Brooklyn,Williamsburg,40.71881,-73.95369,Entire home/apt,175,2,0,2019-06-23,0.72,1,24
31116524,Cozy room near Prospect Park,72184742,Zach Williams,Brooklyn,Flatbush,40.65051,-73.95586,Private room,35,4,7,2019-06-26,1.17,1,20
31119351,Beautiful Brooklyn Home,2557889,Serena,Brooklyn,Bushwick,40.70267,-73.92751,Private room,55,2,16,2019-05-13,2.57,1,2
31120812,Sunny Bedroom off Broadway,126625033,Nina,Manhattan,Morningside Heights,40.80556,-73.96503,Private room,50,5,0,2019-06-23,0.72,1,0
31120894,Bright and Cozy Room in Greenpoint!,95475481,Brandi,Brooklyn,Greenpoint,40.72706,-73.95439,Private room,55,7,2,2019-02-28,0.38,1,0
31121555,Private Room With Private En-Suite Bathroom,9316328,Maria,Brooklyn,Bedford-Stuyvesant,40.68587,-73.95221,Private room,60,3,14,2019-06-26,2.46,1,9
31122502,2 min walk to Times Square!!!,9730304,Baha,Manhattan,Hell's Kitchen,40.75982,-73.99066,Entire home/apt,205,4,1,2019-01-03,0.16,1,1
31122551,Master Bedroom in Luxury Building,39761389,Stivan,Brooklyn,Bushwick,40.69933,-73.92886,Private room,185,1,14,2019-07-05,2.22,1,37
31122836,Luxury Union Square Loft (3000 sq ft),22997536,Kyle,Manhattan,Chelsea,40.73732,-73.99033,Private room,200,1,2,2019-03-11,0.32,1,0
31123021,Designer Artist Loft in Williamsburg,755603,Laura,Brooklyn,Williamsburg,40.70904,-73.94574,Entire home/apt,150,2,4,2019-06-16,0.63,1,0
31123200,"NYC at your fingertips! Shopping, the Arts & more!",16431082,Kagle,Brooklyn,Fort Greene,40.68674,-73.97618,Entire home/apt,144,3,0,2019-06-23,0.72,1,92
31124462,Home in Hell's Kitchen,2373009,Reza,Manhattan,Hell's Kitchen,40.76416,-73.98685,Private room,100,1,1,2019-02-24,0.22,1,0
31125134,Huge Private Room w/ Private Bathroom in Flatiron!,89509928,Kim,Manhattan,Midtown,40.74329,-73.98341,Private room,120,3,9,2019-05-26,1.43,1,0
31127402,ONE OF A KIND: HUGE BEAUTIFUL LOFT,172391931,Francis,Brooklyn,Bedford-Stuyvesant,40.69232,-73.9534,Entire home/apt,250,5,1,2019-04-25,0.4,1,0
31139974,3 bedroom apartment for your perfect stay,44477551,Sammy,Brooklyn,Midwood,40.62532,-73.96286,Entire home/apt,250,3,0,2019-06-23,0.72,1,101
31142743,Purple Palace,36425865,Emily,Brooklyn,Bushwick,40.69388,-73.92974,Private room,39,1,13,2019-05-04,2.15,1,89
31143457,Empire State Building Views in Luxury 1 Bedroom,4783028,Emma,Manhattan,Midtown,40.75334,-73.98719,Entire home/apt,250,2,4,2019-06-10,1.12,1,0
31145652,"Great Manhattan Apartment, Near ALL! Quiet!",23155661,David,Manhattan,Upper East Side,40.77711,-73.95059,Entire home/apt,219,6,1,2018-12-31,0.16,1,39
31148287,Carroll Garden Brownstone Charmer w/ Washer&Dryer,23901417,Megan & Erica,Brooklyn,Carroll Gardens,40.6805,-74.00091,Entire home/apt,100,7,0,2019-06-23,0.72,1,0
31149465,Spacious Duplex with two terraces and a roof deck,24202039,Logan,Brooklyn,Williamsburg,40.71142,-73.94819,Private room,125,1,1,2018-12-31,0.16,1,0
31151589,Private room in beautiful Brownstone building,16354583,Monica,Brooklyn,Crown Heights,40.67325,-73.94666,Private room,30,5,2,2019-01-31,0.33,1,0
31151736,The perfect NYC flat in the Meatpacking / Chelsea,43770857,Matthew,Manhattan,Chelsea,40.74393,-74.00444,Entire home/apt,190,3,2,2019-03-04,0.32,1,0
31152858,Cozy bedroom next to Columbia University,232860638,Maria,Manhattan,Morningside Heights,40.80998,-73.959,Private room,110,1,1,2019-01-29,0.19,1,0
